sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
60.0,0,2,0.666667,7,5
61.0,0,2,0.666667,7,5
62.0,0,2,0.666667,7,5
63.0,0,2,0.666667,7,5
64.0,0,2,0.666667,7,5
65.0,0,2,0.666667,7,5
66.0,0,3,1.0,8,5
67.0,1,3,1.0,9,5
68.0,0,3,1.0,9,6
69.0,0,3,1.0,9,6
70.0,0,3,1.0,9,6
71.0,0,3,1.0,10,7
72.0,0,2,0.666667,10,8
73.0,0,2,0.666667,10,8
74.0,0,2,0.666667,10,8
75.0,0,2,0.666667,10,8
76.0,0,2,0.666667,10,8
77.0,0,3,1.0,11,8
78.0,0,3,1.0,11,8
79.0,1,3,1.0,13,9
80.0,1,3,1.0,13,9
81.0,1,3,1.0,13,9
82.0,1,3,1.0,13,9
83.0,1,3,1.0,13,9
84.0,0,3,1.0,14,11
85.0,0,3,1.0,14,11
86.0,0,3,1.0,14,11
87.0,0,3,1.0,14,11
88.0,0,3,1.0,14,11
89.0,0,2,0.666667,14,12
90.0,0,2,0.666667,14,12
91.0,0,2,0.666667,14,12
92.0,0,2,0.666667,14,12
93.0,0,2,0.666667,14,12
94.0,0,2,0.666667,14,12
95.0,0,2,0.666667,14,12
96.0,0,2,0.666667,14,12
97.0,0,1,0.333333,14,13
98.0,0,1,0.333333,14,13
99.0,0,1,0.333333,14,13
100.0,0,1,0.333333,14,13
101.0,0,1,0.333333,14,13
102.0,0,1,0.333333,14,13
103.0,0,2,0.666667,15,13
104.0,0,3,1.0,16,13
105.0,0,3,1.0,16,13
106.0,0,2,0.666667,16,14
107.0,0,3,1.0,17,14
108.0,0,2,0.666667,17,15
109.0,0,1,0.333333,17,16
110.0,0,1,0.333333,18,17
111.0,0,1,0.333333,18,17
112.0,0,1,0.333333,18,17
113.0,0,1,0.333333,18,17
114.0,0,1,0.333333,18,17
115.0,0,1,0.333333,18,17
116.0,0,1,0.333333,18,17
117.0,0,1,0.333333,19,18
118.0,0,1,0.333333,19,18
119.0,0,1,0.333333,19,18
120.0,0,1,0.333333,19,18
121.0,0,1,0.333333,20,19
122.0,0,1,0.333333,20,19
123.0,0,1,0.333333,20,19
124.0,0,1,0.333333,20,19
125.0,0,1,0.333333,20,19
126.0,0,1,0.333333,20,19
127.0,0,1,0.333333,20,19
128.0,0,2,0.666667,21,19
129.0,0,2,0.666667,21,19
130.0,0,2,0.666667,21,19
131.0,0,2,0.666667,21,19
132.0,0,1,0.333333,21,20
133.0,0,1,0.333333,21,20
134.0,0,1,0.333333,21,20
135.0,0,1,0.333333,21,20
136.0,0,1,0.333333,21,20
137.0,0,1,0.333333,21,20
138.0,0,2,0.666667,22,20
139.0,0,2,0.666667,22,20
140.0,0,3,1.0,23,20
141.0,0,3,1.0,23,20
142.0,0,3,1.0,23,20
143.0,0,2,0.666667,23,21
144.0,0,2,0.666667,23,21
145.0,0,2,0.666667,23,21
146.0,0,2,0.666667,23,21
147.0,0,2,0.666667,23,21
148.0,0,2,0.666667,23,21
149.0,0,2,0.666667,23,21
150.0,0,2,0.666667,23,21
151.0,0,2,0.666667,23,21
152.0,0,2,0.666667,23,21
153.0,0,2,0.666667,23,21
154.0,0,2,0.666667,23,21
155.0,0,2,0.666667,23,21
156.0,0,1,0.333333,23,22
157.0,0,1,0.333333,23,22
158.0,0,1,0.333333,23,22
159.0,0,1,0.333333,23,22
160.0,0,1,0.333333,23,22
161.0,0,1,0.333333,23,22
162.0,0,1,0.333333,23,22
163.0,0,1,0.333333,23,22
164.0,0,1,0.333333,23,22
165.0,0,1,0.333333,23,22
166.0,0,1,0.333333,23,22
167.0,0,2,0.666667,24,22
168.0,0,3,1.0,25,22
169.0,0,3,1.0,25,22
170.0,1,3,1.0,26,22
171.0,1,3,1.0,26,22
172.0,1,3,1.0,27,23
173.0,1,3,1.0,27,23
174.0,1,3,1.0,27,23
175.0,1,3,1.0,27,23
176.0,1,3,1.0,27,23
177.0,1,3,1.0,27,23
178.0,1,3,1.0,27,23
179.0,1,3,1.0,27,23
180.0,1,3,1.0,27,23
181.0,0,3,1.0,27,24
182.0,0,3,1.0,27,24
183.0,1,3,1.0,28,24
184.0,0,3,1.0,28,25
185.0,0,3,1.0,28,25
186.0,0,3,1.0,28,25
187.0,0,3,1.0,28,25
188.0,0,3,1.0,28,25
189.0,0,2,0.666667,28,26
190.0,0,2,0.666667,29,27
191.0,0,2,0.666667,29,27
192.0,0,2,0.666667,29,27
193.0,0,2,0.666667,29,27
194.0,0,2,0.666667,29,27
195.0,0,2,0.666667,29,27
196.0,0,2,0.666667,29,27
197.0,0,2,0.666667,29,27
198.0,0,2,0.666667,30,28
199.0,0,2,0.666667,30,28
200.0,0,2,0.666667,30,28
201.0,0,2,0.666667,30,28
202.0,0,2,0.666667,30,28
203.0,0,3,1.0,31,28
204.0,0,2,0.666667,31,29
205.0,0,3,1.0,32,29
206.0,1,3,1.0,33,29
207.0,0,2,0.666667,33,31
208.0,0,2,0.666667,33,31
209.0,0,2,0.666667,33,31
210.0,0,2,0.666667,33,31
211.0,0,2,0.666667,33,31
212.0,0,2,0.666667,33,31
213.0,0,2,0.666667,33,31
214.0,0,2,0.666667,33,31
215.0,0,1,0.333333,33,32
216.0,0,1,0.333333,33,32
217.0,0,2,0.666667,34,32
218.0,0,3,1.0,35,32
219.0,0,3,1.0,35,32
220.0,0,3,1.0,35,32
221.0,0,3,1.0,35,32
222.0,0,3,1.0,35,32
223.0,0,2,0.666667,35,33
224.0,0,3,1.0,36,33
225.0,0,3,1.0,36,33
226.0,0,2,0.666667,36,34
227.0,0,2,0.666667,36,34
228.0,0,2,0.666667,36,34
229.0,0,1,0.333333,36,35
230.0,0,1,0.333333,36,35
231.0,0,1,0.333333,36,35
232.0,0,1,0.333333,36,35
233.0,0,1,0.333333,36,35
234.0,0,1,0.333333,36,35
235.0,0,1,0.333333,36,35
236.0,0,3,1.0,38,35
237.0,0,2,0.666667,38,36
238.0,0,2,0.666667,38,36
239.0,0,2,0.666667,38,36
240.0,0,2,0.666667,38,36
241.0,0,2,0.666667,38,36
242.0,0,2,0.666667,39,37
243.0,0,1,0.333333,39,38
244.0,0,1,0.333333,39,38
245.0,0,1,0.333333,39,38
246.0,0,0,0.0,39,39
247.0,0,1,0.333333,40,39
248.0,0,1,0.333333,40,39
249.0,0,1,0.333333,40,39
250.0,0,1,0.333333,40,39
251.0,0,1,0.333333,40,39
252.0,0,1,0.333333,40,39
253.0,0,0,0.0,40,40
254.0,0,0,0.0,40,40
255.0,0,0,0.0,40,40
256.0,0,0,0.0,40,40
257.0,0,0,0.0,40,40
258.0,0,0,0.0,40,40
259.0,0,1,0.333333,41,40
260.0,0,1,0.333333,41,40
261.0,0,1,0.333333,41,40
262.0,0,1,0.333333,41,40
263.0,0,1,0.333333,41,40
264.0,0,1,0.333333,41,40
265.0,0,1,0.333333,41,40
266.0,0,1,0.333333,41,40
267.0,0,1,0.333333,41,40
268.0,0,1,0.333333,41,40
269.0,0,1,0.333333,41,40
270.0,0,1,0.333333,41,40
271.0,0,1,0.333333,41,40
272.0,0,2,0.666667,42,40
273.0,0,2,0.666667,42,40
274.0,0,2,0.666667,42,40
275.0,0,2,0.666667,42,40
276.0,0,1,0.333333,42,41
277.0,0,1,0.333333,42,41
278.0,0,2,0.666667,43,41
279.0,0,1,0.333333,43,42
280.0,0,1,0.333333,43,42
281.0,0,0,0.0,43,43
282.0,0,0,0.0,43,43
283.0,0,0,0.0,43,43
284.0,0,0,0.0,43,43
285.0,0,0,0.0,43,43
286.0,0,1,0.333333,44,43
287.0,0,1,0.333333,44,43
288.0,0,1,0.333333,44,43
289.0,0,2,0.666667,45,43
290.0,0,2,0.666667,45,43
291.0,0,2,0.666667,45,43
292.0,0,2,0.666667,45,43
293.0,0,2,0.666667,45,43
294.0,0,2,0.666667,45,43
295.0,0,2,0.666667,45,43
296.0,0,2,0.666667,45,43
297.0,0,2,0.666667,45,43
298.0,0,2,0.666667,45,43
299.0,0,1,0.333333,45,44
300.0,0,2,0.666667,46,44
301.0,0,2,0.666667,46,44
302.0,0,2,0.666667,46,44
303.0,0,2,0.666667,46,44
304.0,0,1,0.333333,46,45
305.0,0,1,0.333333,46,45
306.0,0,1,0.333333,46,45
307.0,0,1,0.333333,46,45
308.0,0,1,0.333333,46,45
309.0,0,1,0.333333,46,45
310.0,0,1,0.333333,46,45
311.0,0,1,0.333333,46,45
312.0,0,1,0.333333,46,45
313.0,0,1,0.333333,47,46
314.0,0,0,0.0,47,47
315.0,0,1,0.333333,48,47
316.0,0,1,0.333333,48,47
317.0,0,1,0.333333,48,47
318.0,0,1,0.333333,48,47
319.0,0,0,0.0,48,48
320.0,0,0,0.0,48,48
321.0,0,0,0.0,48,48
322.0,0,0,0.0,48,48
323.0,0,0,0.0,48,48
324.0,0,0,0.0,48,48
325.0,0,0,0.0,48,48
326.0,0,0,0.0,48,48
327.0,0,0,0.0,48,48
328.0,0,0,0.0,48,48
329.0,0,0,0.0,48,48
330.0,0,1,0.333333,49,48
331.0,0,1,0.333333,49,48
332.0,0,1,0.333333,50,49
333.0,0,1,0.333333,50,49
334.0,0,1,0.333333,50,49
335.0,0,2,0.666667,51,49
336.0,0,3,1.0,52,49
337.0,0,3,1.0,52,49
338.0,0,3,1.0,52,49
339.0,0,3,1.0,52,49
340.0,0,3,1.0,52,49
341.0,0,3,1.0,52,49
342.0,0,3,1.0,52,49
343.0,0,3,1.0,52,49
344.0,0,2,0.666667,52,50
345.0,0,2,0.666667,52,50
346.0,0,2,0.666667,52,50
347.0,0,2,0.666667,52,50
348.0,0,2,0.666667,52,50
349.0,0,1,0.333333,52,51
350.0,0,1,0.333333,52,51
351.0,0,0,0.0,52,52
352.0,0,0,0.0,52,52
353.0,0,0,0.0,52,52
354.0,0,0,0.0,52,52
355.0,0,1,0.333333,53,52
356.0,0,1,0.333333,54,53
357.0,0,0,0.0,54,54
358.0,0,0,0.0,54,54
359.0,0,0,0.0,54,54
360.0,0,0,0.0,54,54
361.0,0,0,0.0,54,54
362.0,0,0,0.0,54,54
363.0,0,0,0.0,54,54
364.0,0,0,0.0,54,54
365.0,0,1,0.333333,55,54
366.0,0,1,0.333333,55,54
367.0,0,1,0.333333,55,54
368.0,0,2,0.666667,56,54
369.0,0,2,0.666667,57,55
370.0,0,2,0.666667,57,55
371.0,0,2,0.666667,57,55
372.0,0,2,0.666667,57,55
373.0,0,2,0.666667,57,55
374.0,0,2,0.666667,57,55
375.0,0,2,0.666667,57,55
376.0,0,2,0.666667,57,55
377.0,0,3,1.0,58,55
378.0,0,3,1.0,58,55
379.0,0,2,0.666667,58,56
380.0,0,2,0.666667,58,56
381.0,0,2,0.666667,58,56
382.0,0,2,0.666667,58,56
383.0,0,2,0.666667,58,56
384.0,0,2,0.666667,58,56
385.0,0,2,0.666667,58,56
386.0,0,2,0.666667,58,56
387.0,0,2,0.666667,58,56
388.0,0,2,0.666667,58,56
389.0,0,2,0.666667,58,56
390.0,0,2,0.666667,58,56
391.0,0,2,0.666667,58,56
392.0,0,2,0.666667,58,56
393.0,0,1,0.333333,58,57
394.0,0,0,0.0,58,58
395.0,0,0,0.0,58,58
396.0,0,0,0.0,58,58
397.0,0,1,0.333333,59,58
398.0,0,0,0.0,59,59
399.0,0,0,0.0,59,59
400.0,0,0,0.0,59,59
401.0,0,0,0.0,59,59
402.0,0,0,0.0,59,59
403.0,0,1,0.333333,60,59
404.0,0,1,0.333333,60,59
405.0,0,1,0.333333,60,59
406.0,0,0,0.0,60,60
407.0,0,0,0.0,60,60
408.0,0,0,0.0,60,60
409.0,0,0,0.0,60,60
410.0,0,0,0.0,60,60
411.0,0,0,0.0,60,60
412.0,0,0,0.0,60,60
413.0,0,0,0.0,60,60
414.0,0,0,0.0,60,60
415.0,0,1,0.333333,61,60
416.0,0,1,0.333333,61,60
417.0,0,1,0.333333,61,60
418.0,0,2,0.666667,62,60
419.0,0,2,0.666667,62,60
420.0,0,2,0.666667,62,60
421.0,0,3,1.0,63,60
422.0,0,2,0.666667,63,61
423.0,0,2,0.666667,63,61
424.0,0,3,1.0,64,61
425.0,0,3,1.0,64,61
426.0,0,3,1.0,64,61
427.0,0,3,1.0,64,61
428.0,0,3,1.0,64,61
429.0,0,2,0.666667,64,62
430.0,0,2,0.666667,64,62
431.0,0,3,1.0,65,62
432.0,0,2,0.666667,65,63
433.0,0,2,0.666667,65,63
434.0,0,2,0.666667,66,64
435.0,0,2,0.666667,66,64
436.0,0,1,0.333333,66,65
437.0,0,0,0.0,66,66
438.0,0,0,0.0,66,66
439.0,0,0,0.0,66,66
440.0,0,1,0.333333,67,66
441.0,0,0,0.0,67,67
442.0,0,0,0.0,67,67
443.0,0,1,0.333333,68,67
444.0,0,2,0.666667,69,67
445.0,0,2,0.666667,69,67
446.0,0,2,0.666667,69,67
447.0,0,1,0.333333,70,69
448.0,0,1,0.333333,70,69
449.0,0,1,0.333333,70,69
450.0,0,2,0.666667,71,69
451.0,0,2,0.666667,71,69
452.0,0,2,0.666667,71,69
453.0,0,2,0.666667,71,69
454.0,0,1,0.333333,71,70
455.0,0,1,0.333333,71,70
456.0,0,1,0.333333,71,70
457.0,0,2,0.666667,72,70
458.0,0,2,0.666667,72,70
459.0,0,2,0.666667,72,70
460.0,0,2,0.666667,72,70
461.0,0,2,0.666667,72,70
462.0,0,2,0.666667,72,70
463.0,0,3,1.0,73,70
464.0,0,3,1.0,73,70
465.0,0,3,1.0,73,70
466.0,1,3,1.0,74,70
467.0,1,3,1.0,74,70
468.0,0,2,0.666667,74,72
469.0,0,1,0.333333,74,73
470.0,0,1,0.333333,74,73
471.0,0,0,0.0,74,74
472.0,0,0,0.0,74,74
473.0,0,1,0.333333,75,74
474.0,0,1,0.333333,75,74
475.0,0,2,0.666667,76,74
476.0,0,3,1.0,77,74
477.0,0,2,0.666667,77,75
478.0,0,2,0.666667,78,76
479.0,0,1,0.333333,78,77
480.0,0,1,0.333333,78,77
480.0,0,1,0.333333,78,77
