sim_time_min,queue_len,busy_servers,utilization_instant,arrivals_total,departures_total
60.0,0,1,0.333333,16,15
61.0,0,1,0.333333,16,15
62.0,0,2,0.666667,17,15
63.0,0,1,0.333333,17,16
64.0,0,1,0.333333,17,16
65.0,0,1,0.333333,17,16
66.0,0,1,0.333333,17,16
67.0,0,1,0.333333,17,16
68.0,0,1,0.333333,17,16
69.0,0,1,0.333333,17,16
70.0,0,1,0.333333,17,16
71.0,0,1,0.333333,17,16
72.0,0,1,0.333333,17,16
73.0,0,1,0.333333,18,17
74.0,0,1,0.333333,18,17
75.0,0,1,0.333333,18,17
76.0,0,1,0.333333,18,17
77.0,0,1,0.333333,18,17
78.0,0,1,0.333333,18,17
79.0,0,1,0.333333,18,17
80.0,0,1,0.333333,18,17
81.0,0,1,0.333333,18,17
82.0,0,1,0.333333,18,17
83.0,0,1,0.333333,18,17
84.0,0,1,0.333333,18,17
85.0,0,0,0.0,18,18
86.0,0,0,0.0,18,18
87.0,0,0,0.0,18,18
88.0,0,0,0.0,18,18
89.0,0,1,0.333333,19,18
90.0,0,2,0.666667,20,18
91.0,0,3,1.0,21,18
92.0,0,3,1.0,21,18
93.0,1,3,1.0,22,18
94.0,1,3,1.0,22,18
95.0,1,3,1.0,22,18
96.0,1,3,1.0,22,18
97.0,0,3,1.0,22,19
98.0,0,3,1.0,22,19
99.0,0,2,0.666667,22,20
100.0,0,2,0.666667,22,20
101.0,0,2,0.666667,22,20
102.0,0,2,0.666667,22,20
103.0,0,1,0.333333,22,21
104.0,0,1,0.333333,22,21
105.0,0,1,0.333333,22,21
106.0,0,1,0.333333,22,21
107.0,0,1,0.333333,22,21
108.0,0,2,0.666667,23,21
109.0,0,2,0.666667,23,21
110.0,0,1,0.333333,23,22
111.0,0,1,0.333333,23,22
112.0,0,1,0.333333,23,22
113.0,0,2,0.666667,24,22
114.0,0,2,0.666667,24,22
115.0,0,2,0.666667,24,22
116.0,0,2,0.666667,24,22
117.0,0,1,0.333333,24,23
118.0,0,1,0.333333,24,23
119.0,0,1,0.333333,24,23
120.0,0,1,0.333333,24,23
121.0,0,1,0.333333,24,23
122.0,0,1,0.333333,24,23
123.0,0,1,0.333333,24,23
124.0,0,1,0.333333,24,23
125.0,0,1,0.333333,25,24
126.0,0,1,0.333333,25,24
127.0,0,1,0.333333,25,24
128.0,0,1,0.333333,25,24
129.0,0,2,0.666667,26,24
130.0,0,1,0.333333,26,25
131.0,0,1,0.333333,26,25
132.0,0,1,0.333333,26,25
133.0,0,1,0.333333,26,25
134.0,0,1,0.333333,26,25
135.0,0,1,0.333333,26,25
136.0,0,2,0.666667,27,25
137.0,0,2,0.666667,27,25
138.0,0,2,0.666667,27,25
139.0,0,2,0.666667,27,25
140.0,0,3,1.0,28,25
141.0,0,3,1.0,28,25
142.0,0,3,1.0,28,25
143.0,0,3,1.0,28,25
144.0,1,3,1.0,29,25
145.0,1,3,1.0,29,25
146.0,0,3,1.0,29,26
147.0,0,3,1.0,29,26
148.0,0,3,1.0,29,26
149.0,0,2,0.666667,29,27
150.0,0,2,0.666667,29,27
151.0,0,2,0.666667,29,27
152.0,0,1,0.333333,29,28
153.0,0,1,0.333333,29,28
154.0,0,1,0.333333,29,28
155.0,0,1,0.333333,29,28
156.0,0,1,0.333333,29,28
157.0,0,2,0.666667,30,28
158.0,0,2,0.666667,30,28
159.0,0,2,0.666667,30,28
160.0,0,2,0.666667,30,28
161.0,0,2,0.666667,30,28
162.0,0,2,0.666667,30,28
163.0,0,2,0.666667,30,28
164.0,0,2,0.666667,30,28
165.0,0,2,0.666667,30,28
166.0,0,3,1.0,31,28
167.0,0,3,1.0,31,28
168.0,0,2,0.666667,31,29
169.0,0,2,0.666667,31,29
170.0,0,2,0.666667,31,29
171.0,0,3,1.0,32,29
172.0,1,3,1.0,33,29
173.0,1,3,1.0,33,29
174.0,0,3,1.0,33,30
175.0,0,2,0.666667,33,31
176.0,0,2,0.666667,33,31
177.0,0,1,0.333333,33,32
178.0,0,1,0.333333,33,32
179.0,0,1,0.333333,33,32
180.0,0,1,0.333333,33,32
181.0,0,1,0.333333,33,32
182.0,0,2,0.666667,34,32
183.0,0,2,0.666667,34,32
184.0,0,3,1.0,35,32
185.0,0,2,0.666667,35,33
186.0,0,2,0.666667,35,33
187.0,0,2,0.666667,35,33
188.0,0,2,0.666667,35,33
189.0,0,2,0.666667,35,33
190.0,0,1,0.333333,35,34
191.0,0,1,0.333333,35,34
192.0,0,0,0.0,35,35
193.0,0,3,1.0,38,35
194.0,0,2,0.666667,38,36
195.0,0,3,1.0,39,36
196.0,0,2,0.666667,39,37
197.0,0,2,0.666667,39,37
198.0,0,2,0.666667,39,37
199.0,0,1,0.333333,39,38
200.0,0,1,0.333333,39,38
201.0,0,2,0.666667,40,38
202.0,0,2,0.666667,40,38
203.0,1,3,1.0,42,38
204.0,2,3,1.0,43,38
205.0,2,3,1.0,43,38
206.0,1,3,1.0,43,39
207.0,0,3,1.0,43,40
208.0,0,3,1.0,43,40
209.0,0,3,1.0,43,40
210.0,1,3,1.0,44,40
211.0,0,3,1.0,44,41
212.0,0,3,1.0,44,41
213.0,0,3,1.0,44,41
214.0,0,2,0.666667,44,42
215.0,0,3,1.0,45,42
216.0,0,3,1.0,45,42
217.0,0,3,1.0,46,43
218.0,0,3,1.0,46,43
219.0,1,3,1.0,47,43
220.0,0,3,1.0,47,44
221.0,0,3,1.0,47,44
222.0,0,3,1.0,48,45
223.0,0,2,0.666667,48,46
224.0,0,2,0.666667,48,46
225.0,0,2,0.666667,48,46
226.0,0,2,0.666667,48,46
227.0,0,2,0.666667,48,46
228.0,0,2,0.666667,48,46
229.0,0,2,0.666667,48,46
230.0,0,2,0.666667,48,46
231.0,0,2,0.666667,48,46
232.0,0,2,0.666667,48,46
233.0,0,2,0.666667,48,46
234.0,0,2,0.666667,48,46
235.0,0,3,1.0,49,46
236.0,0,2,0.666667,49,47
237.0,0,2,0.666667,49,47
238.0,0,2,0.666667,49,47
239.0,0,1,0.333333,49,48
240.0,0,1,0.333333,50,49
241.0,0,1,0.333333,50,49
242.0,0,1,0.333333,50,49
243.0,0,1,0.333333,50,49
244.0,0,1,0.333333,50,49
245.0,0,1,0.333333,50,49
246.0,0,1,0.333333,50,49
247.0,0,1,0.333333,50,49
248.0,0,1,0.333333,50,49
249.0,0,1,0.333333,50,49
250.0,0,1,0.333333,50,49
251.0,0,1,0.333333,50,49
252.0,0,1,0.333333,50,49
253.0,0,1,0.333333,50,49
254.0,0,1,0.333333,50,49
255.0,0,1,0.333333,50,49
256.0,0,2,0.666667,51,49
257.0,0,2,0.666667,51,49
258.0,0,3,1.0,52,49
259.0,0,3,1.0,52,49
260.0,0,3,1.0,52,49
261.0,0,3,1.0,52,49
262.0,0,3,1.0,52,49
263.0,1,3,1.0,53,49
264.0,1,3,1.0,53,49
265.0,2,3,1.0,54,49
266.0,0,3,1.0,54,51
267.0,1,3,1.0,55,51
268.0,1,3,1.0,55,51
269.0,0,3,1.0,55,52
270.0,0,3,1.0,56,53
271.0,1,3,1.0,57,53
272.0,1,3,1.0,57,53
273.0,0,3,1.0,57,54
274.0,0,2,0.666667,57,55
275.0,0,1,0.333333,57,56
276.0,0,1,0.333333,57,56
277.0,0,2,0.666667,58,56
278.0,0,2,0.666667,58,56
279.0,0,2,0.666667,58,56
280.0,0,1,0.333333,58,57
281.0,0,2,0.666667,59,57
282.0,0,2,0.666667,59,57
283.0,0,3,1.0,60,57
